"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Проверка обновления email у несуществующего пользователя","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка отображения списка с совершеннолетними пользователями","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка ошибки обновления пользоваля с некорректным email","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка читаемого класса User","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUser","test_user_service","",""
"","0","Проверка ошибки при повторном добавления пользователя","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка обновления email пользователя","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка пустого класа UserService","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка отображения списка с совершеннолетними пользователями","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка отображения списка с совершеннолетними пользователями","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка отображения списка с совершеннолетними пользователями","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка отображения списка с совершеннолетними пользователями","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка добавления пользователя","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка удаления пользователя из UserService","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка ошибки при добавлении пользователя с отрицательным возрастом","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка отображения списка с совершеннолетними пользователями","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка удаления несуществующего пользователя","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
"","0","Проверка добавления двух пользователей","tests","Sat Apr 25 04:30:42 UTC 2026","passed","Sat Apr 25 04:30:42 UTC 2026","TestUserService","test_user_service","",""
